"","X.3","X.2","X.1","X","org","start","movein","address","status","area","type","residences","women","men","ownership","members","residents","visitprocess","newMember","decisions","leader","leadergroup","fees","income_sharing","labor_req","member_debt","food_current","food_planned","food_local","meals_shared","meals_restrictions","meals_practices","alcohol","tobacco","religion","education","healthcare","source","lon","lat","geoAddress","no_meal_restrictions","vegan","vegetarian","organic","omnivorous","no_gmo","no_restrictions","raw","paleo","opportunivore","kosher"
"25",25,25,25,25,"Aldeia Coletivo de Familias",2011,"2012","Caixa Postal 47 Itacare, Bahia, 45530-000 Brazil ","Established","83.5 acres","Ecovillage, Cohousing ",55,"50%","50%","The entire community membership",2,"Non-member Residents: 10","Visitor Process: If you are interested in visiting Aldeia, please get in touch with us by email.
We are happy to welcome visitors, but since we have limited space, we need to organize visits in advance.
","Yes","Decision Making: Modified Consensus (everyone agrees, with some exceptions or fallbacks.)","Identified Leader: No","Leadership Core Group: No","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","Required Labor Contribution per Week: 25","No Info","Up to 25%","Almost All, around 90%","From 50-75%","1-3 times per month","No – people may eat however they wish.","Omnivorous, Paleo, Local, Organic, GMO Free ","Alcohol Use: Yes, used occasionally.","No Info","Common Spiritual Practice(s): Ecumenical (accepts all religions or spiritual practices), Not a particularly spiritual or religious community","Education Style(s): Home Schooling","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/aldeia-coletivo-de-familias/",-39.1959729,-14.3636967,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"26",26,26,26,26,"Alderleaf Wilderness College and Farm",2007,"2008","18715 299th Ave SE Monroe, Washington, 98272 United States ","Established","24 acres","Ecovillage, Student Housing or Student Co-Op",42,"50%","50%","Individual community member(s)",6,"No Info","Visitor Process: If you are interested in visiting our farm, contact Alderleaf Wilderness College through our website, www.wildernesscollege.com, or by phone: 360-793-8709.
","Waiting List","Decision Making: property is managed by Alderleaf Wilderness College","Identified Leader: No","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: No","Shared Income: None","No Info","No Info","Up to 25%","No Info","No Info","1-3 times per month","No – people may eat however they wish.","Omnivorous ","Alcohol Use: Yes, used occasionally.","Tobacco Use: Yes, used seldomly, or ceremoniously.","No Info","No Info","No Info","https://www.ic.org/directory/alderleaf-wilderness-college-and-farm/",-121.8273569,47.8284056,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"27",27,27,27,27,"Alliance for Global Community",1989,"2017","829 Mallside Forest Ct Apt 210 Charlottesville, Virginia, 22901 United States ","Forming","No Info","Unspecified, or Other",32,"No Info","No Info","The entire community membership",8,"Non-member Residents: 0","Visitor Process: Email us at [email protected]
","Yes","Decision Making: Consensus (everyone agrees)","Identified Leader: No","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: No","Shared Income: All or close to all","No Info","Open to members with existing debt: Yes","Almost All, around 90%","Almost All, around 90%","Between 26-49%","Approximately all meals","No – people may eat however they wish.","Determined by Spirit-led Consensus of a particular Cell Community","Alcohol Use: Yes, used occasionally.","Tobacco Use: No, this community does not permit tobacco use.","Common Spiritual Practice(s): Eclectic (integrates multiple religious or spiritual beliefs)","Education Style(s): Private Schooling at the Community","Healthcare Options: Community Plan","https://www.ic.org/directory/alliance-for-global-community/",-78.4692938,38.0800445,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"28",28,28,28,28,"Alliance of Intentional Communities Australia (AICA)",2012,"2016","PO Box 576 Unley BC, South Australia, 5061 Australia ","Forming","10 hectares","Ecovillage, Cohousing ",0,"50%","50%","Community controlled land trust",6,"Non-member Residents: 3","Visitor Process: Contact us please
","Yes","Decision Making: Sociocracy","Identified Leader: Yes","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: Yes","Shared Income: Partial share of income","Required Labor Contribution per Week: 15","Open to members with existing debt: No","Up to 25%","Between 26-49%","From 50-75%","2-5 times per week","No Info","Omnivorous, Organic, GMO Free, Mostly Vegetarian, Vegan Only, Opportunivore, Raw or Mostly Raw","Alcohol Use: Yes, used occasionally.","Tobacco Use: Yes, used occasionally.","Common Spiritual Practice(s): Ecumenical (accepts all religions or spiritual practices), Eclectic (integrates multiple religious or spiritual beliefs), Christian, Buddhist, Wiccan, Native American, Unitarian Universalist, Paganism or Earth Religions, Mixed Eastern Philosophy or Practice, Rainbow Family, Ananda Community, Atheist, Agnostic, Humanist","Education Style(s): Home Schooling","No Info","https://www.ic.org/directory/icadelaide/",138.6067054,-34.9509537,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"29",29,29,29,29,"Altair EcoVillage",1999,"2019","P.O. Box 353 Kimberton, Pennsylvania, 19442 United States ","Forming","9.5 acres","Ecovillage, Cohousing ",0,"51-60%","41-49%","A subgroup of community members",7,"No Info","Visitor Process: Please contact us by email or by phone. We have Discussion Groups and Site Tours every third Sunday of the month. For orientations and site visits, please contact us.
","Yes","Decision Making: Consensus (everyone agrees)","Identified Leader: No","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","No Info","Open to members with existing debt: Yes (some debt)","0%, or close to 0%","0%, or close to 0%","Up to 25%","1-3 times per month","Somewhat – there are some dietary restrictions or customs.","Omnivorous, Local, Organic ","Alcohol Use: Yes, used occasionally.","Tobacco Use: Yes, used occasionally.","Common Spiritual Practice(s): Ecumenical (accepts all religions or spiritual practices)","Education Style(s): Up to each family or individual","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/altair-ecovillage/",-75.5778849,40.1336266,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"30",30,30,30,30,"Amabel",2013,"2017","619 Five Mile Dr. Ithaca, New York, 14850 United States ","Forming","11 acres","Cohousing ",2,"No Info","No Info","Individual community member(s)",1,"No Info","Visitor Process: email me at [email protected]
","Yes","Decision Making: Sociocracy","Identified Leader: Yes","Leadership Core Group: No","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","No Info","Open to members with existing debt: Yes","0%, or close to 0%","Between 26-49%","From 50-75%","Rarely","No – people may eat however they wish.","Omnivorous, Paleo, Local, Organic, GMO Free, Vegetarian Only, Mostly Vegetarian","Alcohol Use: Yes, used occasionally.","Tobacco Use: Yes, used seldomly, or ceremoniously.","No Info","Education Style(s): Public Schooling","No Info","https://www.ic.org/directory/amabel/",-76.525934,42.426023,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"31",31,31,31,31,"Amada Senior Care Colorado Springs",2016,"2018","1824 Woodmoor Dr Suite 203 Colorado Springs, Colorado, 80132 United States ","Forming","No Info","Unspecified, or Other",0,"No Info","No Info","Individual community member(s)",10,"No Info","No Info","Yes","Decision Making: By an individual community leader","Identified Leader: Yes","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","No Info","Open to members with existing debt: Yes","Up to 25%","Between 26-49%","Between 26-49%","Rarely","No – people may eat however they wish.","No Info","Alcohol Use: Yes, used seldomly, or ceremoniously.","Tobacco Use: Yes, used seldomly, or ceremoniously.","No Info","No Info","No Info","https://www.ic.org/directory/amada-senior-care-colorado-springs/",-104.862929,39.0998996,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"32",32,32,32,32,"Amata Community",1982,"1988","317 Nelms Ave NE Atlanta, Georgia, 30307-2105 United States ","Established","2.5 acres","Ecovillage, Cohousing ",42,"50%","50%","Individual community member(s)",28,"Non-member Residents: 0","Visitor Process: email us first. You may call or text if you need to visit on short notice, but email is strongly preferred. To email us, click the “send message” button on the right. You may also visit the Lake Claire Land Trust anytime without permission, to get a feel for the place. (LCCLT is open to the public during the day. See their website or Google maps).
","Yes","Decision Making: By a board, council, group of elders, or leadership group","Identified Leader: No","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","No Info","Open to members with existing debt: Yes","Up to 25%","Between 26-49%","Between 26-49%","About once a week","No – people may eat however they wish.","Omnivorous, Paleo, Local, Organic, GMO Free, Vegetarian Only, Mostly Vegetarian, Vegan Only, Mostly Vegan, Opportunivore, Raw or Mostly Raw, Kosher, Halal, Dairy-Free, Gluten-Free","Alcohol Use: Yes, used occasionally.","Tobacco Use: Yes, used occasionally.","Common Spiritual Practice(s): Ecumenical (accepts all religions or spiritual practices), Eclectic (integrates multiple religious or spiritual beliefs), Not a particularly spiritual or religious community, Christian, Buddhist, Jewish, Muslim, Hindu, Wiccan, Protestant, Lutheran, Catholic, Emissaries, Quaker, Sufi, Native American, Hutterian Brethren, Unitarian Universalist, Paganism or Earth Religions, Mixed Eastern Philosophy or Practice, Hare Krishna, Rainbow Family, Ananda Community, Bahai, Atheist, Agnostic, Humanist","Education Style(s): Private School off the property, Public Schooling, Up to each family or individual","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/amata-community/",-84.33154,33.76277,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"33",33,33,33,33,"American Buddhist Shim Gum Do Association",1965,"1976","203 Chestnut Hill Avenue Brighton, Massachusetts, 02135-4601 United States ","Established","1 acres","Spiritual or Religious Community",4,"31-40%","51-60%","American Buddhist Shim Gum Do Association, Inc.",100,"No Info","Visitor Process: Visitors are welcome during our class time; the current schedule is listed on our website. The first Friday of each month is an open meditation session and Dharma Talk from 6-7:30 p.m. Please call if this date falls on a holiday.
","Yes","Decision Making: By a board, council, group of elders, or leadership group","Identified Leader: Yes","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","Required Labor Contribution per Week: 0","Open to members with existing debt: Yes (some debt)","Up to 25%","Up to 25%","Up to 25%","2-5 times per week","Somewhat – there are some dietary restrictions or customs.","Omnivorous ","Alcohol Use: Yes, used occasionally.","Tobacco Use: No, this community does not permit tobacco use.","Common Spiritual Practice(s): Buddhist","No Info","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/american-buddhist-shim-gum-do-association/",-71.1552979,42.3408089,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"34",34,34,34,34,"Amoraleza",2006,"2006","Cortijo Mariposa Orgiva, 18400 Spain ","Re-forming","4 hectares","Spiritual or Religious Community, Unspecified, or Other",32,"50%","50%","Individual community member(s)",2,"Non-member Residents: 3","Visitor Process: Visitors can contact us via email.
","Yes","Decision Making: By a board, council, group of elders, or leadership group","Identified Leader: Yes, multiple identified leaders","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","Required Labor Contribution per Week: 0","Open to members with existing debt: Yes (some debt)","Up to 25%","From 50-75%","Between 26-49%","Approximately all meals","Somewhat – there are some dietary restrictions or customs.","GMO Free, Vegetarian Only, Mostly Vegan, Raw or Mostly Raw, Gluten-Free, No processed, baked or fried foods","Alcohol Use: No, this community does not permit alcohol use.","Tobacco Use: No, this community does not permit tobacco use.","Common Spiritual Practice(s): Eclectic (integrates multiple religious or spiritual beliefs), Shamanism","Education Style(s): Up to each family or individual","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/amoraleza/",-3.4232213,36.9017931,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"35",35,35,35,35,"Amrit Yoga Institute",1998,"2002","23855 NE County Rd 314 Fort McCoy, Florida, 32134 United States ","Established","No Info","Spiritual or Religious Community",38,"No Info","No Info","No Info",35,"No Info","Visitor Process: Call our office and schedule a tour to come see us.
","Yes","Decision Making: By a board, council, group of elders, or leadership group","Identified Leader: Yes","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: No","Shared Income: None","Required Labor Contribution per Week: 36","No Info","No Info","No Info","No Info","Approximately all meals","Yes – we all share a common diet.","Local, Organic, GMO Free, Vegetarian Only ","Alcohol Use: No, this community does not permit alcohol use.","Tobacco Use: No, this community does not permit tobacco use.","Common Spiritual Practice(s): Spiritual","No Info","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/amrit-yoga-institute/",-81.7497206,29.3364724,NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"36",36,36,36,36,"Anahata",2000,"2000","144 Anahata Circle Floyd, Virginia, 24091 United States ","Forming","35 acres","Cohousing, Shared Housing, Cohouseholding, or Coliving, Spiritual or Religious Community, Unspecified, or Other",62,"50%","50%","Individual community member(s)",12,"Non-member Residents: 3","Visitor Process: Please contact us to arrange an interview regarding a prospective visit, through[email protected] or by calling Ashera at 571-422-3024.
","Yes","Decision Making: Modified Consensus (everyone agrees, with some exceptions or fallbacks.)","Identified Leader: No","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","Required Labor Contribution per Week: 5","Open to members with existing debt: Yes (some debt)","Between 26-49%","From 50-75%","From 50-75%","2-5 times per week","No – people may eat however they wish.","Omnivorous, Paleo, Local, Organic, GMO Free, Vegetarian Only, Mostly Vegetarian, Vegan Only, Mostly Vegan, Raw or Mostly Raw, Kosher, Halal, Dairy-Free, Gluten-Free","Alcohol Use: Yes, used seldomly, or ceremoniously.","Tobacco Use: No, this community does not permit tobacco use.","Common Spiritual Practice(s): Ecumenical (accepts all religions or spiritual practices), Eclectic (integrates multiple religious or spiritual beliefs), Christian, Buddhist, Jewish, Muslim, Hindu, Wiccan, Protestant, Quaker, Sufi, Native American, Unitarian Universalist, Paganism or Earth Religions, Mixed Eastern Philosophy or Practice, Bahai, Humanist","Education Style(s): Home Schooling, Private School off the property, Public Schooling, Up to each family or individual","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/anahata-bio-community/",-80.2849326,36.963558,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
